Explained node,Nodes with nonzero weights,Node weights,Edges with nonzero weights,Edge weights
3532,"[1717, 3531, 3532, 3570]","[0.26337748765945435, 0.7062708139419556, 0.3599085509777069, 0.2951853573322296]","[3454, 6623, 6625, 6626, 6665]","[0.7868808507919312, 0.7538675665855408, 0.7798472046852112, 0.7743440866470337, 0.7566004991531372]"
3533,"[2353, 2874, 3417, 3533, 3566]","[0.282322496175766, 0.28892871737480164, 0.30956244468688965, 0.6785775423049927, 0.7323809862136841]","[5063, 5895, 5896, 6536, 6627, 6628, 6661, 6662]","[0.21847112476825714, 0.7556816339492798, 0.7902423143386841, 0.7929593920707703, 0.771945595741272, 0.7694522142410278, 0.7585979104042053, 0.7361981272697449]"
3534,"[149, 156, 232, 324, 1560, 1672, 2236, 3534, 3834]","[0.2862953841686249, 0.3002883493900299, 0.2793516218662262, 0.2741529047489166, 0.27391213178634644, 0.2688296139240265, 0.29828110337257385, 0.6797851324081421, 0.2639044523239136]","[365, 397, 616, 846, 3239, 3378, 4685, 6629, 6904]","[0.7850080728530884, 0.7406591773033142, 0.7725149989128113, 0.7857526540756226, 0.7865183353424072, 0.7771568894386292, 0.7844826579093933, 0.7597670555114746, 0.7860416173934937]"
3535,[3535],[0.3948625326156616],[],[]
3536,[3536],[0.5293961763381958],[],[]
3537,"[1006, 2151, 3069, 3537, 3538]","[0.26100245118141174, 0.29085686802864075, 0.3070967197418213, 0.7076044082641602, 0.7591158747673035]","[2009, 4487, 4488, 6137, 6630, 6631, 6632, 6633]","[0.7815870642662048, 0.7383737564086914, 0.7742253541946411, 0.7584829926490784, 0.7740850448608398, 0.7630997896194458, 0.774858295917511, 0.7519895434379578]"
3538,"[1006, 2151, 3069, 3537, 3538]","[0.2777632474899292, 0.3084433674812317, 0.28790420293807983, 0.7300292253494263, 0.724945068359375]","[2009, 4487, 4488, 6137, 6630, 6631, 6632, 6633]","[0.7767436504364014, 0.7727376222610474, 0.7438246607780457, 0.7507809996604919, 0.777115523815155, 0.7504480481147766, 0.771896481513977, 0.7646076083183289]"
3539,[3539],[0.31523334980010986],[],[]
3540,"[2834, 2905, 3540]","[0.24649420380592346, 0.27687832713127136, 0.6877642869949341]","[5867, 5939, 6634]","[0.7646920680999756, 0.7551875114440918, 0.7711554765701294]"
3541,[3541],[0.5315198302268982],[],[]
3542,"[2651, 3542]","[0.3583441972732544, 0.2813800871372223]","[5601, 6635]","[0.7555096745491028, 0.7793362140655518]"
3543,"[40, 214, 756, 792, 970, 1274, 1392, 1396, 1404, 1923, 2003, 2092, 2101, 2163, 2164, 2177, 2238, 2249, 2255, 2257, 2258, 2264, 2316, 2521, 2560, 2819, 2934, 3197, 3543]","[0.2841610908508301, 0.27677884697914124, 0.293260395526886, 0.3010508418083191, 0.26819249987602234, 0.24307049810886383, 0.2894906997680664, 0.28141021728515625, 0.2812771201133728, 0.27681636810302734, 0.24546277523040771, 0.2776583135128021, 0.7645583152770996, 0.2740660309791565, 0.2946472465991974, 0.29346445202827454, 0.26548805832862854, 0.30802106857299805, 0.26736557483673096, 0.26789119839668274, 0.3093594014644623, 0.2990839183330536, 0.2722175419330597, 0.2859177887439728, 0.2916671931743622, 0.6449037790298462, 0.3067161440849304, 0.28667694330215454, 0.3061092495918274]","[69, 581, 1623, 1681, 1911, 2487, 2750, 2767, 2814, 3919, 4134, 4350, 4391, 4510, 4520, 4548, 4689, 4727, 4742, 4752, 4758, 4774, 4968, 5414, 5470, 5854, 5984, 6326, 6636]","[0.7811983823776245, 0.7779752016067505, 0.7829145193099976, 0.7769742608070374, 0.7800604701042175, 0.22801396250724792, 0.7694821953773499, 0.787144660949707, 0.7803060412406921, 0.7802468538284302, 0.7763689756393433, 0.22564151883125305, 0.7282366752624512, 0.7855362296104431, 0.7797435522079468, 0.7822128534317017, 0.22071121633052826, 0.7621416449546814, 0.7804301381111145, 0.7805326581001282, 0.786372721195221, 0.7795820236206055, 0.7772749662399292, 0.7690107822418213, 0.7867411375045776, 0.7608006596565247, 0.7640442848205566, 0.7880614399909973, 0.2435828000307083]"
3544,[3544],[0.44037479162216187],[],[]
3545,"[711, 738, 3545]","[0.3124854564666748, 0.2912042438983917, 0.3503158688545227]","[1567, 1605, 6637]","[0.7532935738563538, 0.21461953222751617, 0.7791799902915955]"
3546,"[1441, 2071, 3073, 3546, 3547]","[0.2786900997161865, 0.2944510281085968, 0.3280591666698456, 0.7391399145126343, 0.7403537034988403]","[2914, 4310, 6138, 6638, 6639, 6640]","[0.7950187921524048, 0.7431190609931946, 0.7538802027702332, 0.7699921727180481, 0.7770360112190247, 0.7453175187110901]"
3547,"[2071, 3546, 3547]","[0.26951390504837036, 0.40335679054260254, 0.7173859477043152]","[4310, 6638, 6640]","[0.7791973948478699, 0.7503965497016907, 0.7700368762016296]"
3548,"[1891, 3548]","[0.2872314751148224, 0.7257694005966187]","[3852, 6641]","[0.7645233869552612, 0.7658593058586121]"
3549,[3549],[0.5781890749931335],[],[]
3550,"[329, 330, 1785, 1869, 1983, 3472, 3550]","[0.2718004286289215, 0.2948111593723297, 0.6946114301681519, 0.26733753085136414, 0.29564592242240906, 0.7246307134628296, 0.7072321176528931]","[852, 853, 854, 857, 3586, 3587, 3588, 3808, 4077, 6559, 6560, 6561, 6642, 6643, 6644]","[0.7877504229545593, 0.7906649708747864, 0.7535166144371033, 0.2165713906288147, 0.7673731446266174, 0.764046847820282, 0.7420358061790466, 0.7711901068687439, 0.7784349918365479, 0.7599586844444275, 0.7662855982780457, 0.7352798581123352, 0.7690014839172363, 0.7634932398796082, 0.7611897587776184]"
3551,"[151, 550, 675, 876, 1312, 1837, 2268, 2817, 3317, 3551]","[0.2520199120044708, 0.2613314688205719, 0.27597495913505554, 0.7479208707809448, 0.24360209703445435, 0.30126819014549255, 0.297380268573761, 0.2942810654640198, 0.2821604311466217, 0.721030056476593]","[369, 1299, 1494, 1805, 2543, 3747, 4781, 5850, 6473, 6645]","[0.7942507266998291, 0.7840944528579712, 0.21209070086479187, 0.7569149136543274, 0.7955538630485535, 0.21587532758712769, 0.7823105454444885, 0.7673683166503906, 0.7798750996589661, 0.7690517902374268]"
3552,[3552],[0.6245526671409607],[],[]
3553,"[298, 324, 436, 775, 888, 3266, 3322, 3553]","[0.30675968527793884, 0.2844391465187073, 0.30539262294769287, 0.277731329202652, 0.2505093812942505, 0.27162426710128784, 0.26953408122062683, 0.7344536185264587]","[745, 827, 1103, 1668, 1822, 6413, 6478, 6646]","[0.7927858233451843, 0.7846001982688904, 0.7757319211959839, 0.7536792755126953, 0.7865024209022522, 0.7688266634941101, 0.7897121906280518, 0.7631728053092957]"
3554,"[3554, 3555]","[0.679907500743866, 0.6654499769210815]","[6647, 6648]","[0.767501950263977, 0.7323358058929443]"
3555,"[3554, 3555]","[0.6773303747177124, 0.6763320565223694]","[6647, 6648]","[0.7383073568344116, 0.7713408470153809]"
3556,"[2426, 3450, 3556]","[0.3632044792175293, 0.27130240201950073, 0.7156135439872742]","[5220, 6543, 6649]","[0.7460903525352478, 0.7674428224563599, 0.7732298374176025]"
3557,[3557],[0.6314430832862854],[],[]
3558,[3558],[0.4540824890136719],[],[]
3559,"[414, 642, 1538, 2300, 2437, 2602, 2887, 3296, 3320, 3559]","[0.27877384424209595, 0.6508297920227051, 0.25486674904823303, 0.2857506573200226, 0.2693161964416504, 0.26300254464149475, 0.26583483815193176, 0.2636892795562744, 0.7209684252738953, 0.7231385707855225]","[1037, 1452, 1455, 3189, 4913, 5259, 5534, 5920, 6446, 6476, 6477, 6650, 6651]","[0.21550336480140686, 0.7793342471122742, 0.7859089374542236, 0.7893863320350647, 0.7874569296836853, 0.7901419401168823, 0.7864441275596619, 0.21608984470367432, 0.7890306115150452, 0.7806335091590881, 0.7572372555732727, 0.7756143808364868, 0.7691786289215088]"
3560,"[473, 517, 3560]","[0.30146849155426025, 0.32262295484542847, 0.2960028648376465]","[1168, 1215, 6652]","[0.7461406588554382, 0.7645789980888367, 0.2206272929906845]"
3561,[3561],[0.3047294318675995],[],[]
3562,"[32, 422, 1708, 1709, 2110, 2662, 3562, 3587]","[0.2651832401752472, 0.31538304686546326, 0.34254831075668335, 0.2933470904827118, 0.2774282395839691, 0.28281456232070923, 0.7175488471984863, 0.5890890955924988]","[57, 58, 1071, 1072, 1073, 3428, 3429, 3430, 3433, 3434, 3435, 4419, 5614, 6653, 6654, 6655, 6656, 6679]","[0.22495552897453308, 0.22143986821174622, 0.7758215665817261, 0.7807514071464539, 0.7527045607566833, 0.7752354145050049, 0.7724856734275818, 0.7464754581451416, 0.2201738953590393, 0.2205500453710556, 0.7623702883720398, 0.7714357972145081, 0.761206865310669, 0.7593751549720764, 0.7682451009750366, 0.7609544396400452, 0.7462282776832581, 0.7372265458106995]"
3563,"[3563, 3564]","[0.7017572522163391, 0.5920799970626831]","[6657, 6658]","[0.7721129655838013, 0.7578416466712952]"
3564,"[3563, 3564]","[0.604941189289093, 0.6997261643409729]","[6657, 6658]","[0.749981701374054, 0.7720179557800293]"
3565,"[77, 193, 235, 642, 705, 715, 778, 1013, 1022, 1369, 1374, 1399, 1401, 1402, 1408, 1482, 1859, 1885, 1980, 2048, 2118, 2128, 2135, 2167, 2300, 2387, 2410, 2488, 2560, 2602, 2631, 2649, 2725, 2924, 3020, 3131, 3144, 3181, 3304, 3565, 3606, 3646, 4008]","[0.3077091574668884, 0.28923729062080383, 0.2849854826927185, 0.2884747087955475, 0.25620603561401367, 0.28421470522880554, 0.29066693782806396, 0.23249976336956024, 0.2845751941204071, 0.2728278636932373, 0.2801658511161804, 0.2684321403503418, 0.2811782658100128, 0.29496559500694275, 0.2861013114452362, 0.28014546632766724, 0.2773051857948303, 0.27999430894851685, 0.28332245349884033, 0.26637840270996094, 0.26711711287498474, 0.28210169076919556, 0.27171170711517334, 0.26044389605522156, 0.30786260962486267, 0.3211723268032074, 0.26073044538497925, 0.3046277165412903, 0.2583217918872833, 0.2534056007862091, 0.26674455404281616, 0.2755357325077057, 0.3103572130203247, 0.26290908455848694, 0.26299384236335754, 0.28267592191696167, 0.26429295539855957, 0.2643571197986603, 0.26607173681259155, 0.7056916356086731, 0.28872817754745483, 0.27670812606811523, 0.27009284496307373]","[180, 181, 493, 621, 1456, 1546, 1574, 1672, 2023, 2101, 2713, 2719, 2784, 2798, 2802, 2830, 3041, 3788, 3845, 4060, 4248, 4430, 4445, 4452, 4527, 4909, 4929, 5114, 5160, 5353, 5472, 5535, 5572, 5599, 5716, 5961, 6089, 6216, 6240, 6310, 6456, 6659, 6660, 6698, 6728, 7035]","[0.22998179495334625, 0.7711484432220459, 0.22989864647388458, 0.22833555936813354, 0.22864270210266113, 0.23081304132938385, 0.23270124197006226, 0.2276264727115631, 0.22502031922340393, 0.22738157212734222, 0.22626391053199768, 0.2257688045501709, 0.22722463309764862, 0.22952324151992798, 0.22893312573432922, 0.22481290996074677, 0.227627232670784, 0.23672829568386078, 0.22617031633853912, 0.23683683574199677, 0.23089075088500977, 0.21806976199150085, 0.2272503823041916, 0.225638747215271, 0.22568105161190033, 0.2654631733894348, 0.23556672036647797, 0.2236321121454239, 0.2288394272327423, 0.22410763800144196, 0.2323971688747406, 0.22679288685321808, 0.22792014479637146, 0.23009276390075684, 0.2258785218000412, 0.22995632886886597, 0.22560963034629822, 0.2316848784685135, 0.2279847115278244, 0.22726596891880035, 0.2272375375032425, 0.7880209684371948, 0.7581598162651062, 0.22266164422035217, 0.2291875034570694, 0.23335210978984833]"
3566,"[2353, 2874, 3417, 3533, 3566]","[0.24362842738628387, 0.29032811522483826, 0.2804933786392212, 0.6540047526359558, 0.694624125957489]","[5063, 5895, 5896, 6536, 6627, 6628, 6661, 6662]","[0.2186092734336853, 0.7802848815917969, 0.7658637166023254, 0.7902930378913879, 0.7703890800476074, 0.7346574068069458, 0.7636065483093262, 0.7555135488510132]"
3567,[3567],[0.6571331024169922],[],[]
3568,"[867, 1073, 2559, 2787, 3253, 3568]","[0.26546958088874817, 0.2545791566371918, 0.30145201086997986, 0.26858511567115784, 0.30592280626296997, 0.7127297520637512]","[1788, 2201, 5468, 5806, 6404, 6663]","[0.7802830338478088, 0.7941709756851196, 0.7493752241134644, 0.7889703512191772, 0.7865081429481506, 0.7848464846611023]"
3569,"[1180, 1197, 2628, 3569]","[0.26194387674331665, 0.2675445079803467, 0.30100035667419434, 0.742411196231842]","[2341, 2373, 5564, 6664]","[0.7748790383338928, 0.7906457185745239, 0.21835321187973022, 0.7743064165115356]"
3570,"[3531, 3532, 3570]","[0.26621168851852417, 0.3417240083217621, 0.31145691871643066]","[6623, 6626, 6665]","[0.76658034324646, 0.7573676109313965, 0.7804387807846069]"
3571,[3571],[0.35905712842941284],[],[]
3572,[3572],[0.6998797059059143],[],[]
3573,[3573],[0.6822875142097473],[],[]
3574,"[167, 361, 603, 764, 832, 982, 983, 984, 3504, 3574]","[0.2844805419445038, 0.2748958170413971, 0.2529388666152954, 0.2878424823284149, 0.26871126890182495, 0.2859012484550476, 0.24194347858428955, 0.2848447859287262, 0.26135846972465515, 0.7211388945579529]","[455, 908, 1406, 1641, 1731, 1968, 1973, 1975, 6598, 6666]","[0.7849767804145813, 0.7729058265686035, 0.7895327210426331, 0.789006769657135, 0.223361998796463, 0.7728447318077087, 0.7896528840065002, 0.7852750420570374, 0.21061816811561584, 0.7564293742179871]"
3575,"[707, 1306, 3575]","[0.27516013383865356, 0.27410888671875, 0.2985476851463318]","[1560, 1561, 2535, 2536, 6667, 6668]","[0.21984829008579254, 0.7785739302635193, 0.7813536524772644, 0.7465415596961975, 0.7844487428665161, 0.7840647101402283]"
3576,[3576],[0.2773052752017975],[],[]
3577,"[1013, 3478, 3577, 3578]","[0.3058151304721832, 0.28817856311798096, 0.7392677068710327, 0.7027870416641235]","[2046, 6566, 6567, 6669, 6670, 6671, 6672]","[0.7942909002304077, 0.7565872073173523, 0.7762985825538635, 0.7746155261993408, 0.7702361941337585, 0.7715261578559875, 0.7533541917800903]"
3578,"[1013, 3478, 3577, 3578]","[0.28147250413894653, 0.276552677154541, 0.6523524522781372, 0.7184028625488281]","[2046, 6566, 6567, 6669, 6670, 6671, 6672]","[0.7937023043632507, 0.7765303254127502, 0.7611614465713501, 0.7746850848197937, 0.7559416890144348, 0.77601557970047, 0.7701407074928284]"
3579,[3579],[0.6636672616004944],[],[]
3580,"[555, 3051, 3580]","[0.2566269636154175, 0.2652948796749115, 0.6887922286987305]","[1315, 6111, 6673]","[0.7904379963874817, 0.7604950070381165, 0.7737123370170593]"
3581,"[3581, 3582]","[0.2849978804588318, 0.2805284559726715]","[6674, 6675]","[0.7850680351257324, 0.7551172971725464]"
3582,"[3581, 3582]","[0.2966032326221466, 0.266478568315506]","[6674, 6675]","[0.7560856938362122, 0.7889138460159302]"
3583,[3583],[0.38790246844291687],[],[]
3584,"[109, 3584]","[0.2595502734184265, 0.26226362586021423]","[253, 6676]","[0.7651969194412231, 0.7900798320770264]"
3585,"[166, 324, 550, 768, 974, 975, 1000, 1015, 1042, 1137, 1349, 1437, 1672, 1778, 1991, 2067, 2602, 2687, 2710, 2947, 3450, 3585, 3586]","[0.7349881529808044, 0.24864856898784637, 0.32020947337150574, 0.29195237159729004, 0.722583532333374, 0.2956809997558594, 0.2994060218334198, 0.35250452160835266, 0.24463900923728943, 0.3237683176994324, 0.31474050879478455, 0.29509246349334717, 0.29928433895111084, 0.28448057174682617, 0.2757905423641205, 0.2825838327407837, 0.27255451679229736, 0.3451745808124542, 0.3431558609008789, 0.27550745010375977, 0.305919885635376, 0.7296069860458374, 0.3949650824069977]","[451, 830, 1301, 1650, 1937, 1944, 2006, 2058, 2126, 2287, 2600, 2890, 3384, 3568, 4093, 4293, 5528, 5667, 5699, 6006, 6541, 6677, 6678]","[0.7615264058113098, 0.7739064693450928, 0.2146308869123459, 0.7861908674240112, 0.7360576391220093, 0.7680948376655579, 0.22385194897651672, 0.7901451587677002, 0.7847734093666077, 0.7679311037063599, 0.7645740509033203, 0.7898383736610413, 0.7851962447166443, 0.7838638424873352, 0.7757313251495361, 0.7832467555999756, 0.21230056881904602, 0.7669252753257751, 0.7669511437416077, 0.7763845324516296, 0.7666986584663391, 0.7853196859359741, 0.7612703442573547]"
3586,"[166, 324, 550, 768, 974, 975, 1000, 1015, 1042, 1137, 1349, 1437, 1672, 1778, 1991, 2067, 2602, 2687, 2710, 2947, 3450, 3585, 3586]","[0.7645092606544495, 0.29298076033592224, 0.2582133114337921, 0.27642402052879333, 0.6980721354484558, 0.3006639778614044, 0.2643634080886841, 0.27265995740890503, 0.2971170246601105, 0.3329055905342102, 0.36845922470092773, 0.27167069911956787, 0.2973903715610504, 0.2856282591819763, 0.3125651180744171, 0.2815576195716858, 0.27235937118530273, 0.34735414385795593, 0.3082174062728882, 0.2643701732158661, 0.30775371193885803, 0.26903507113456726, 0.7034947276115417]","[451, 830, 1301, 1650, 1938, 1944, 2006, 2058, 2126, 2287, 2600, 2890, 3384, 3568, 4093, 4293, 5528, 5667, 5699, 6006, 6541, 6677, 6678]","[0.7619078159332275, 0.7910661697387695, 0.21948564052581787, 0.7873028516769409, 0.733272135257721, 0.7708866596221924, 0.22734592854976654, 0.7926234006881714, 0.7766284942626953, 0.7661803364753723, 0.7630037069320679, 0.7895139455795288, 0.786077082157135, 0.7838703989982605, 0.769032895565033, 0.7893322706222534, 0.7848405838012695, 0.7632148265838623, 0.7674612402915955, 0.7739812731742859, 0.7604798078536987, 0.7853645086288452, 0.76958167552948]"
3587,"[422, 1708, 1709, 3562, 3587]","[0.27537840604782104, 0.27145662903785706, 0.2625032961368561, 0.6959806084632874, 0.6959436535835266]","[1073, 3430, 3435, 6656, 6679]","[0.7793319225311279, 0.7708207368850708, 0.20990222692489624, 0.7327386736869812, 0.7658534049987793]"
3588,[3588],[0.27879831194877625],[],[]
3589,"[78, 3347, 3589]","[0.26836293935775757, 0.3194851875305176, 0.5897930860519409]","[182, 6496, 6680]","[0.788398802280426, 0.7605133056640625, 0.7758545875549316]"
3590,[3590],[0.2652166783809662],[],[]
3591,"[110, 705, 855, 1377, 1441, 1741, 2031, 2313, 2410, 2844, 2939, 2949, 3591]","[0.2865787148475647, 0.28432217240333557, 0.7410209774971008, 0.30934661626815796, 0.289776086807251, 0.2488904893398285, 0.28919464349746704, 0.25611865520477295, 0.2643311619758606, 0.26380982995033264, 0.29365074634552, 0.2661943733692169, 0.7129116654396057]","[259, 1545, 1770, 2730, 2915, 3509, 4223, 4958, 5162, 5877, 5992, 6010, 6681]","[0.7856354117393494, 0.7912205457687378, 0.7500482201576233, 0.7858042120933533, 0.21487529575824738, 0.2193576842546463, 0.7892537713050842, 0.7817587852478027, 0.784537672996521, 0.7864858508110046, 0.7783908843994141, 0.2164812833070755, 0.7698112726211548]"
3592,"[153, 501, 502, 974, 1015, 1475, 1476, 1833, 1995, 2067, 2068, 2410, 2686, 2947, 3503, 3507, 3592]","[0.25055965781211853, 0.28696703910827637, 0.3010854423046112, 0.3105999827384949, 0.287541925907135, 0.26152241230010986, 0.2905157506465912, 0.2803943455219269, 0.34343159198760986, 0.7139277458190918, 0.24993155896663666, 0.25516659021377563, 0.2637493312358856, 0.2905421555042267, 0.25067338347435, 0.29802870750427246, 0.7241693139076233]","[383, 1202, 1206, 1935, 2075, 2996, 3014, 3726, 4101, 4294, 4302, 5171, 5660, 6007, 6596, 6600, 6682]","[0.7898361682891846, 0.7873536348342896, 0.781609058380127, 0.7781641483306885, 0.7870762944221497, 0.21155616641044617, 0.7816019058227539, 0.79117751121521, 0.7747452259063721, 0.7412421107292175, 0.7787391543388367, 0.787530779838562, 0.7849416136741638, 0.7679787874221802, 0.7856497764587402, 0.7690220475196838, 0.7848177552223206]"
